id,vocalized,unvocalized,wordtype,root,wazn,category,gender,feminin,masculin,broken_plural,feminable,masculin_plural,feminin_plural,mamnou3_sarf,relative,plural_tanwin_nasb
13345,اِسْتِطابَةٌ,استطابة,مصدر:,طيب,,مصدر,مؤنث,,,,0,0,1,0,1,
13346,اِسْتِصْحابٌ,استصحاب,مصدر:,صحب,,مصدر,مذكر,,,,0,0,1,0,1,
13347,اِسْتِصْدَارٌ,استصدار,مصدر:,صدر,,مصدر,مذكر,,,,0,0,1,0,1,
13348,اِسْتِصْرَاخٌ,استصراخ,مصدر:,صرخ,,مصدر,مذكر,,,,0,0,1,0,1,
13349,اِسْتِصْعَابٌ,استصعاب,مصدر:,صعب,,مصدر,مذكر,,,,0,0,1,0,1,
13350,اِسْتِصْغَارٌ,استصغار,مصدر:,صغر,,مصدر,مذكر,,,,0,0,1,0,1,
13351,اِسْتِصْلاَحٌ,استصلاح,مصدر:,صلح,,مصدر,مذكر,,,,0,0,1,0,1,
13352,اِسْتِصْوَابٌ,استصواب,مصدر:,صوب,,مصدر,مذكر,,,,0,0,1,0,1,
13353,اِسْتِضاءةٌ,استضاءة,مصدر:,ضوأ,,مصدر,مؤنث,,,,0,0,1,0,1,
13354,اِسْتِضافَةٌ,استضافة,مصدر:,ضيف,,مصدر,مؤنث,,,,0,0,1,0,1,
13355,اِسْتِظْهَارٌ,استظهار,مصدر:,ظهر,,مصدر,مذكر,,,,0,0,1,0,1,
13356,اِسْتِطارَةٌ,استطارة,مصدر:,طير,,مصدر,مؤنث,,,,0,0,1,0,1,
13357,اِسْتِطاعَةٌ,استطاعة,مصدر:,طوع,,مصدر,مؤنث,,,,0,0,1,0,1,
13358,اِسْتِطالَةٌ,استطالة,مصدر:,طول,,مصدر,مؤنث,,,,0,0,1,0,1,
13359,اِسْتِطْرَابٌ,استطراب,مصدر:,طرب,,مصدر,مذكر,,,,0,0,1,0,1,
13360,اِسْتِطْرادٌ,استطراد,مصدر:,طرد,,مصدر,مذكر,,,,0,0,1,0,1,
13361,اِسْتِطْرَافٌ,استطراف,مصدر:,طرف,,مصدر,مذكر,,,,0,0,1,0,1,
13362,اِسْتِطْلاعٌ,استطلاع,مصدر:,طلع,,مصدر,مذكر,,,,0,0,1,0,1,
13363,اِسْتِظْرَافٌ,استظراف,مصدر:,ظرف,,مصدر,مذكر,,,,0,0,1,0,1,
13364,اِسْتِظْلاَلٌ,استظلال,مصدر:,ظلل,,مصدر,مذكر,,,,0,0,1,0,1,
13365,اِسْتِعْرَابٌ,استعراب,مصدر:,عرب,,مصدر,مذكر,,,,0,0,1,0,1,
13366,اِسْتِعادَةٌ,استعادة,مصدر:,عود,,مصدر,مؤنث,,,,0,0,1,0,1,
13367,اِسْتِعاذَةٌ,استعاذة,مصدر:,عوذ,,مصدر,مؤنث,,,,0,0,1,0,1,
13368,اِسْتِعارَةٌ,استعارة,مصدر:,عور,,مصدر,مؤنث,,,,0,0,1,0,1,
13369,اِسْتِعاضَةٌ,استعاضة,مصدر:,عوض,,مصدر,مؤنث,,,,0,0,1,0,1,
13370,اِسْتِعْبادٌ,استعباد,مصدر:,عبد,,مصدر,مذكر,,,,0,0,1,0,1,
13371,اِسْتِعْجالٌ,استعجال,مصدر:,عجل,,مصدر,مذكر,,,,0,0,1,0,1,
13372,اِسْتِعْدَادٌ,استعداد,مصدر:,عدد,,مصدر,مذكر,,,,0,0,1,0,1,
13373,اِسْتِعْداءٌ,استعداء,مصدر:,عدي,,مصدر,مذكر,,,,0,0,1,0,1,
13374,اِسْتِعْذَابٌ,استعذاب,مصدر:,عذب,,مصدر,مذكر,,,,0,0,1,0,1,
13375,اِسْتِغاثَةٌ,استغاثة,مصدر:,غوث,,مصدر,مؤنث,,,,0,0,1,0,1,
13376,اِسْتِعْراضٌ,استعراض,مصدر:,عرض,,مصدر,مذكر,,,,0,0,1,0,1,
13377,اِسْتِعْصاءٌ,استعصاء,مصدر:,عصي,,مصدر,مذكر,,,,0,0,1,0,1,
13378,اِسْتِعْطافٌ,استعطاف,مصدر:,عطف,,مصدر,مذكر,,,,0,0,1,0,1,
13379,اِسْتِعْطاءٌ,استعطاء,مصدر:,عطو,,مصدر,مذكر,,,,0,0,1,0,1,
13380,اِسْتِعْظامٌ,استعظام,مصدر:,عظم,,مصدر,مذكر,,,,0,0,1,0,1,
13381,اِسْتِعْلامٌ,استعلام,مصدر:,علم,,مصدر,مذكر,,,,0,0,1,0,1,
13382,اِسْتِعْلاءٌ,استعلاء,مصدر:,علو,,مصدر,مذكر,,,,0,0,1,0,1,
13383,اِسْتِعْمارٌ,استعمار,مصدر:,عمر,,مصدر,مذكر,,,,0,0,1,0,1,
13384,اِسْتِعْمالٌ,استعمال,مصدر:,عمل,,مصدر,مذكر,,,,0,0,1,0,1,
13385,اِسْتِفاقَةٌ,استفاقة,مصدر:,فوق,,مصدر,مؤنث,,,,0,0,1,0,1,
13386,اِسْتِغْرَابٌ,استغراب,مصدر:,غرب,,مصدر,مذكر,,,,0,0,1,0,1,
13387,اِسْتِغْرَاقٌ,استغراق,مصدر:,غرق,,مصدر,مذكر,,,,0,0,1,0,1,
13388,اِسْتِغْفارٌ,استغفار,مصدر:,غفر,,مصدر,مذكر,,,,0,0,1,0,1,
13389,اِسْتِغْفالٌ,استغفال,مصدر:,غفل,,مصدر,مذكر,,,,0,0,1,0,1,
13390,اِسْتِغْلاَلٌ,استغلال,مصدر:,غلل,,مصدر,مذكر,,,,0,0,1,0,1,
13391,اِسْتِغْلاقٌ,استغلاق,مصدر:,غلق,,مصدر,مذكر,,,,0,0,1,0,1,
13392,اِسْتِغْناءٌ,استغناء,مصدر:,غني,,مصدر,مذكر,,,,0,0,1,0,1,
13393,اِسْتِفادَةٌ,استفادة,مصدر:,فود,,مصدر,مؤنث,,,,0,0,1,0,1,
13394,اِسْتِفاضَةٌ,استفاضة,مصدر:,فيض,,مصدر,مؤنث,,,,0,0,1,0,1,
13395,اِسْتِقامَةٌ,استقامة,مصدر:,قوم,,مصدر,مؤنث,,,,0,0,1,0,1,
13396,اِسْتِفْتاحٌ,استفتاح,مصدر:,فتح,,مصدر,مذكر,,,,0,0,1,0,1,
13397,اِسْتِفْتاءٌ,استفتاء,مصدر:,فتو,,مصدر,مذكر,,,,0,0,1,0,1,
13398,اِسْتِفْحالٌ,استفحال,مصدر:,فحل,,مصدر,مذكر,,,,0,0,1,0,1,
13399,اِسْتِفْرادٌ,استفراد,مصدر:,فرد,,مصدر,مذكر,,,,0,0,1,0,1,
13400,اِسْتِفْرَاغٌ,استفراغ,مصدر:,فرغ,,مصدر,مذكر,,,,0,0,1,0,1,
13401,اِسْتِفْزَازٌ,استفزاز,مصدر:,فزز,,مصدر,مذكر,,,,0,0,1,0,1,
13402,اِسْتِفْسارٌ,استفسار,مصدر:,فسر,,مصدر,مذكر,,,,0,0,1,0,1,
13403,اِسْتِفْهامٌ,استفهام,مصدر:,فهم,,مصدر,مذكر,,,,0,0,1,0,1,
13404,اِسْتِقالَةٌ,استقالة,مصدر:,قيل,,مصدر,مؤنث,,,,0,0,1,0,1,
13405,اِسْتِكْتابٌ,استكتاب,مصدر:,كتب,,مصدر,مذكر,,,,0,0,1,0,1,
13406,اِسْتِقْباحٌ,استقباح,مصدر:,قبح,,مصدر,مذكر,,,,0,0,1,0,1,
13407,اِسْتِقْبالٌ,استقبال,مصدر:,قبل,,مصدر,مذكر,,,,0,0,1,0,1,
13408,اِسْتِقْدامٌ,استقدام,مصدر:,قدم,,مصدر,مذكر,,,,0,0,1,0,1,
13409,اِسْتِقْرارٌ,استقرار,مصدر:,قرر,,مصدر,مذكر,,,,0,0,1,0,1,
13410,اِسْتِقْراءٌ,استقراء,مصدر:,قرأ,,مصدر,مذكر,,,,0,0,1,0,1,
13411,اِسْتِقْصاءٌ,استقصاء,مصدر:,قصي,,مصدر,مذكر,,,,0,0,1,0,1,
13412,اِسْتِقْلالٌ,استقلال,مصدر:,قلل,,مصدر,مذكر,,,,0,0,1,0,1,
13413,اِسْتِكانَةٌ,استكانة,مصدر:,استكانة,,مصدر,مؤنث,,,,0,0,1,0,1,
13414,اِسْتِكْبارٌ,استكبار,مصدر:,كبر,,مصدر,مذكر,,,,0,0,1,0,1,
13415,اِسْتِلاَفٌ,استلاف,مصدر:,سلف,,مصدر,مذكر,,,,0,0,1,0,1,
13416,اِسْتِكْثارٌ,استكثار,مصدر:,كثر,,مصدر,مذكر,,,,0,0,1,0,1,
13417,اِسْتِكْراهٌ,استكراه,مصدر:,كره,,مصدر,مذكر,,,,0,0,1,0,1,
13418,اِسْتِكْشافٌ,استكشاف,مصدر:,كشف,,مصدر,مذكر,,,,0,0,1,0,1,
13419,اِسْتِكْمالٌ,استكمال,مصدر:,كمل,,مصدر,مذكر,,,,0,0,1,0,1,
13420,اِسْتِلالٌ,استلال,مصدر:,سلل,,مصدر,مذكر,,,,0,0,1,0,1,
13421,اِسْتِلابٌ,استلاب,مصدر:,سلب,,مصدر,مذكر,,,,0,0,1,0,1,
13422,اِسْتِلْذَاذٌ,استلذاذ,مصدر:,لذذ,,مصدر,مذكر,,,,0,0,1,0,1,
13423,اِسْتِلْزامٌ,استلزام,مصدر:,لزم,,مصدر,مذكر,,,,0,0,1,0,1,
13424,اِسْتِلْطافٌ,استلطاف,مصدر:,لطف,,مصدر,مذكر,,,,0,0,1,0,1,
13425,اِسْتِلْفاتٌ,استلفات,مصدر:,لفت,,مصدر,مذكر,,,,0,0,1,0,1,
13426,اِسْتِلْقاءٌ,استلقاء,مصدر:,لقي,,مصدر,مذكر,,,,0,0,1,0,1,
13427,اِسْتِلامٌ,استلام,مصدر:,سلم,,مصدر,مذكر,,,,0,0,1,0,1,
13428,اِسْتِماتَةٌ,استماتة,مصدر:,موت,,مصدر,مؤنث,,,,0,0,1,0,1,
13429,اِسْتِمالَةٌ,استمالة,مصدر:,ميل,,مصدر,مؤنث,,,,0,0,1,0,1,
13430,اِسْتِمْتاعٌ,استمتاع,مصدر:,متع,,مصدر,مذكر,,,,0,0,1,0,1,
13431,اِسْتِمْدادٌ,استمداد,مصدر:,مدد,,مصدر,مذكر,,,,0,0,1,0,1,
13432,اِسْتِمْرارٌ,استمرار,مصدر:,مرر,,مصدر,مذكر,,,,0,0,1,0,1,
13433,اِسْتِماعٌ,استماع,مصدر:,سمع,,مصدر,مذكر,,,,0,0,1,0,1,
13434,اِسْتِمْلاحٌ,استملاح,مصدر:,ملح,,مصدر,مذكر,,,,0,0,1,0,1,
13435,اِسْتِمْهالٌ,استمهال,مصدر:,مهل,,مصدر,مذكر,,,,0,0,1,0,1,
13436,اِسْتِنارَةٌ,استنارة,مصدر:,نور,,مصدر,مؤنث,,,,0,0,1,0,1,
13437,اِسْتِنْباطٌ,استنباط,مصدر:,نبط,,مصدر,مذكر,,,,0,0,1,0,1,
13438,اِسْتِنْتاجٌ,استنتاج,مصدر:,نتج,,مصدر,مذكر,,,,0,0,1,0,1,
13439,اِسْتِنْجادٌ,استنجاد,مصدر:,نجد,,مصدر,مذكر,,,,0,0,1,0,1,
13440,اِسْتِنادٌ,استناد,مصدر:,سند,,مصدر,مذكر,,,,0,0,1,0,1,
13441,اِسْتِنْزافٌ,استنزاف,مصدر:,نزف,,مصدر,مذكر,,,,0,0,1,0,1,
13442,اِسْتِنْساخٌ,استنساخ,مصدر:,نسخ,,مصدر,مذكر,,,,0,0,1,0,1,
13443,اِسْتِنْشاقٌ,استنشاق,مصدر:,نشق,,مصدر,مذكر,,,,0,0,1,0,1,
13444,اِسْتِنْصارٌ,استنصار,مصدر:,نصر,,مصدر,مذكر,,,,0,0,1,0,1,
13445,اِسْتِهْتارٌ,استهتار,مصدر:,هتر,,مصدر,مذكر,,,,0,0,1,0,1,
13446,اِسْتِنْطاقٌ,استنطاق,مصدر:,نطق,,مصدر,مذكر,,,,0,0,1,0,1,
13447,اِسْتِنْعَاشٌ,استنعاش,مصدر:,نعش,,مصدر,مذكر,,,,0,0,1,0,1,
13448,اِسْتِنْفادٌ,استنفاد,مصدر:,نفد,,مصدر,مذكر,,,,0,0,1,0,1,
13449,اِسْتِنْفارٌ,استنفار,مصدر:,نفر,,مصدر,مذكر,,,,0,0,1,0,1,
13450,اِسْتِنْكارٌ,استنكار,مصدر:,نكر,,مصدر,مذكر,,,,0,0,1,0,1,
13451,اِسْتِنْكافٌ,استنكاف,مصدر:,نكف,,مصدر,مذكر,,,,0,0,1,0,1,
13452,اِسْتِنْهاضٌ,استنهاض,مصدر:,نهض,,مصدر,مذكر,,,,0,0,1,0,1,
13453,اِسْتِنْواقٌ,استنواق,مصدر:,نوق,,مصدر,مذكر,,,,0,0,1,0,1,
13454,اِسْتِهانَةٌ,استهانة,مصدر:,هون,,مصدر,مؤنث,,,,0,0,1,0,1,
13455,اِسْتيصافٌ,استيصاف,مصدر:,وصف,,مصدر,مذكر,,,,0,0,1,0,1,
13456,اِسْتِهْجانٌ,استهجان,مصدر:,هجن,,مصدر,مذكر,,,,0,0,1,0,1,
13457,اِسْتِهْدافٌ,استهداف,مصدر:,هدف,,مصدر,مذكر,,,,0,0,1,0,1,
13458,اِسْتِهْلالٌ,استهلال,مصدر:,هلل,,مصدر,مذكر,,,,0,0,1,0,1,
13459,اِسْتِهْلاكٌ,استهلاك,مصدر:,هلك,,مصدر,مذكر,,,,0,0,1,0,1,
13460,اِسْتِهْواءٌ,استهواء,مصدر:,هوي,,مصدر,مذكر,,,,0,0,1,0,1,
13461,اِسْتيجابٌ,استيجاب,مصدر:,جوب,,مصدر,مذكر,,,,0,0,1,0,1,
13462,اِسْتيحاءٌ,استيحاء,مصدر:,وحي,,مصدر,مذكر,,,,0,0,1,0,1,
13463,اِسْتيداعٌ,استيداع,مصدر:,ودع,,مصدر,مذكر,,,,0,0,1,0,1,
13464,اِسْتيرادٌ,استيراد,مصدر:,ورد,,مصدر,مذكر,,,,0,0,1,0,1,
13465,اِسْتِيئاسٌ,استيئاس,مصدر:,يأس,,مصدر,مذكر,,,,0,0,1,0,1,
13466,اِسْتيصاءٌ,استيصاء,مصدر:,وصي,,مصدر,مذكر,,,,0,0,1,0,1,
13467,اِسْتِيضاحٌ,استيضاح,مصدر:,وضح,,مصدر,مذكر,,,,0,0,1,0,1,
13468,اِسْتِيطانٌ,استيطان,مصدر:,وطن,,مصدر,مذكر,,,,0,0,1,0,1,
13469,اِسْتيعابٌ,استيعاب,مصدر:,وعب,,مصدر,مذكر,,,,0,0,1,0,1,
13470,اِسْتيفادٌ,استيفاد,مصدر:,وفد,,مصدر,مذكر,,,,0,0,1,0,1,
13471,اِسْتيفاءٌ,استيفاء,مصدر:,وفي,,مصدر,مذكر,,,,0,0,1,0,1,
13472,اِسْتيقادٌ,استيقاد,مصدر:,وقد,,مصدر,مذكر,,,,0,0,1,0,1,
13473,اِسْتيلاءٌ,استيلاء,مصدر:,ولي,,مصدر,مذكر,,,,0,0,1,0,1,
13474,اِسْتِواءٌ,استواء,مصدر:,سوي,,مصدر,مذكر,,,,0,0,1,0,1,
13475,إِسْعادٌ,إسعاد,مصدر:,سعد,,مصدر,مذكر,,,,0,0,1,0,1,
13476,اِسْتيقاظٌ,استيقاظ,مصدر:,يقظ,,مصدر,مذكر,,,,0,0,1,0,1,
13477,اِسْتيقانٌ,استيقان,مصدر:,يقن,,مصدر,مذكر,,,,0,0,1,0,1,
13478,إِسْدالٌ,إسدال,مصدر:,سدل,,مصدر,مذكر,,,,0,0,1,0,1,
13479,إِسْداءٌ,إسداء,مصدر:,سدي,,مصدر,مذكر,,,,0,0,1,0,1,
13480,أَسْرٌ,أسر,مصدر:,أسر,,مصدر,مذكر,,,,0,0,0,0,1,
13481,إِسْراجٌ,إسراج,مصدر:,سرج,,مصدر,مذكر,,,,0,0,1,0,1,
13482,إِسْراعٌ,إسراع,مصدر:,سرع,,مصدر,مذكر,,,,0,0,1,0,1,
13483,إِسْرافٌ,إسراف,مصدر:,سرف,,مصدر,مذكر,,,,0,0,1,0,1,
13484,إِسْراءٌ,إسراء,مصدر:,سري,,مصدر,مذكر,,,,0,0,1,0,1,
13485,إِسْلامٌ,إسلام,مصدر:,سلم,,مصدر,مذكر,,,,0,0,1,0,1,
13486,إِسْعافٌ,إسعاف,مصدر:,سعف,,مصدر,مذكر,,,,0,0,1,0,1,
13487,أَسَفٌ,أسف,مصدر:,أسف,,مصدر,مذكر,,,,0,0,0,0,1,
13488,إِسْفارٌ,إسفار,مصدر:,سفر,,مصدر,مذكر,,,,0,0,1,0,1,
13489,إِسْقاطٌ,إسقاط,مصدر:,سقط,,مصدر,مذكر,,,,0,0,1,0,1,
13490,إِسْكاتٌ,إسكات,مصدر:,سكت,,مصدر,مذكر,,,,0,0,1,0,1,
13491,إِسْكارٌ,إسكار,مصدر:,سكر,,مصدر,مذكر,,,,0,0,1,0,1,
13492,إِسْكانٌ,إسكان,مصدر:,سكن,,مصدر,مذكر,,,,0,0,1,0,1,
13493,إِسْلاسٌ,إسلاس,مصدر:,سلس,,مصدر,مذكر,,,,0,0,1,0,1,
13494,إِسْلافٌ,إسلاف,مصدر:,سلف,,مصدر,مذكر,,,,0,0,1,0,1,
13495,إشادَةٌ,إشادة,مصدر:,شيد,,مصدر,مؤنث,,,,0,0,1,0,1,
13496,اِسْمِرارٌ,اسمرار,مصدر:,سمر,,مصدر,مذكر,,,,0,0,1,0,1,
13497,إِسْماعٌ,إسماع,مصدر:,سمع,,مصدر,مذكر,,,,0,0,1,0,1,
13498,إِسْنادٌ,إسناد,مصدر:,سند,,مصدر,مذكر,,,,0,0,1,0,1,
13499,إسْهابٌ,إسهاب,مصدر:,سهب,,مصدر,مذكر,,,,0,0,1,0,1,
13500,إِسْهالٌ,إسهال,مصدر:,سهل,,مصدر,مذكر,,,,0,0,1,0,1,
13501,إِسْهامٌ,إسهام,مصدر:,سهم,,مصدر,مذكر,,,,0,0,1,0,1,
13502,اِسْوِدادٌ,اسوداد,مصدر:,سود,,مصدر,مذكر,,,,0,0,1,0,1,
13503,مُؤَاسَاةٌ,مؤاساة,مصدر:,أسي,,مصدر,مؤنث,,,,0,0,1,0,0,
13504,إِشاحَةٌ,إشاحة,مصدر:,شيح,,مصدر,مؤنث,,,,0,0,1,0,1,
13505,اِشْتِراءٌ,اشتراء,مصدر:,شري,,مصدر,مذكر,,,,0,0,1,0,1,
13506,إشارَةٌ,إشارة,مصدر:,شور,,مصدر,مؤنث,,,,0,0,1,0,1,
13507,إشاعَةٌ,إشاعة,مصدر:,شيع,,مصدر,مؤنث,,,,0,0,1,0,1,
13508,إِشْباعٌ,إشباع,مصدر:,شبع,,مصدر,مذكر,,,,0,0,1,0,1,
13509,اِشْتِياقٌ,اشتياق,مصدر:,شوق,,مصدر,مذكر,,,,0,0,1,0,1,
13510,اِشْتِباكٌ,اشتباك,مصدر:,شبك,,مصدر,مذكر,,,,0,0,1,0,1,
13511,اِشْتِباهٌ,اشتباه,مصدر:,شبه,,مصدر,مذكر,,,,0,0,1,0,1,
13512,اِشْتِدادٌ,اشتداد,مصدر:,شدد,,مصدر,مذكر,,,,0,0,1,0,1,
13513,اِشْتِراطٌ,اشتراط,مصدر:,شرط,,مصدر,مذكر,,,,0,0,1,0,1,
13514,اِشْتِراكٌ,اشتراك,مصدر:,شرك,,مصدر,مذكر,,,,0,0,1,0,1,
13515,إِشْرابٌ,إشراب,مصدر:,شرب,,مصدر,مذكر,,,,0,0,1,0,1,
13516,اِشْتِعالٌ,اشتعال,مصدر:,شعل,,مصدر,مذكر,,,,0,0,1,0,1,
13517,اِشْتِغالٌ,اشتغال,مصدر:,شغل,,مصدر,مذكر,,,,0,0,1,0,1,
13518,اِشْتِقاقٌ,اشتقاق,مصدر:,شقق,,مصدر,مذكر,,,,0,0,1,0,1,
13519,اِشْتِكاءٌ,اشتكاء,مصدر:,شكو,,مصدر,مذكر,,,,0,0,1,0,1,
13520,اِشْتِمالٌ,اشتمال,مصدر:,شمل,,مصدر,مذكر,,,,0,0,1,0,1,
13521,اِشْتِهارٌ,اشتهار,مصدر:,شهر,,مصدر,مذكر,,,,0,0,1,0,1,
13522,اِشْتِهاءٌ,اشتهاء,مصدر:,شهي,,مصدر,مذكر,,,,0,0,1,0,1,
13523,إشْحاذٌ,إشحاذ,مصدر:,شحذ,,مصدر,مذكر,,,,0,0,1,0,1,
13524,تَأْشِيرَةٌ,تأشيرة,مصدر:,أشر,,مصدر,مؤنث,,,,0,0,1,0,1,
13525,إِشْراحٌ,إشراح,مصدر:,شرح,,مصدر,مذكر,,,,0,0,1,0,1,
13526,إشْراطٌ,إشراط,مصدر:,شرط,,مصدر,مذكر,,,,0,0,1,0,1,
13527,إِشْراعٌ,إشراع,مصدر:,شرع,,مصدر,مذكر,,,,0,0,1,0,1,
13528,إِشْرافٌ,إشراف,مصدر:,شرف,,مصدر,مذكر,,,,0,0,1,0,1,
13529,إشْراقٌ,إشراق,مصدر:,شرق,,مصدر,مذكر,,,,0,0,1,0,1,
13530,إِشْراكٌ,إشراك,مصدر:,شرك,,مصدر,مذكر,,,,0,0,1,0,1,
13531,إِشْعاعٌ,إشعاع,مصدر:,شعع,,مصدر,مذكر,,,,0,0,1,0,1,
13532,إِشْعارٌ,إشعار,مصدر:,شعر,,مصدر,مذكر,,,,0,0,1,0,1,
13533,إِشْعالٌ,إشعال,مصدر:,شعل,,مصدر,مذكر,,,,0,0,1,0,1,
13534,إِشْغالٌ,إشغال,مصدر:,شغل,,مصدر,مذكر,,,,0,0,1,0,1,
13535,إِشْفاقٌ,إشفاق,مصدر:,شفق,,مصدر,مذكر,,,,0,0,1,0,1,
13536,إِشْفاءٌ,إشفاء,مصدر:,شفي,,مصدر,مذكر,,,,0,0,1,0,1,
13537,إِشْقاءٌ,إشقاء,مصدر:,شقي,,مصدر,مذكر,,,,0,0,1,0,1,
13538,إِشْكالٌ,إشكال,مصدر:,شكل,,مصدر,مذكر,,,,0,0,1,0,1,
13539,اِشْمِئْزازٌ,اشمئزاز,مصدر:,شمز,,مصدر,مذكر,,,,0,0,1,0,1,
13540,إِشْهارٌ,إشهار,مصدر:,شهر,,مصدر,مذكر,,,,0,0,1,0,1,
13541,إصابَةٌ,إصابة,مصدر:,صوب,,مصدر,مؤنث,,,,0,0,1,0,1,
13542,إِصاتَةٌ,إصاتة,مصدر:,صوت,,مصدر,مؤنث,,,,0,0,1,0,1,
13543,إصْباحٌ,إصباح,مصدر:,بصح,,مصدر,مذكر,,,,0,0,1,0,1,
13544,إِصْبارٌ,إصبار,مصدر:,صبر,,مصدر,مذكر,,,,0,0,1,0,1,
13545,اِصْطِحابٌ,اصطحاب,مصدر:,صحب,,مصدر,مذكر,,,,0,0,1,0,1,
13546,إِصْحاحٌ,إصحاح,مصدر:,صحح,,مصدر,مذكر,,,,0,0,1,0,1,
13547,إِصْحارٌ,إصحار,مصدر:,صحر,,مصدر,مذكر,,,,0,0,1,0,1,
13548,إِصْحاءٌ,إصحاء,مصدر:,صحو,,مصدر,مذكر,,,,0,0,1,0,1,
13549,إِصْداءٌ,إصداء,مصدر:,صدأ,,مصدر,مذكر,,,,0,0,1,0,1,
13550,إِصْدارٌ,إصدار,مصدر:,صدر,,مصدر,مذكر,,,,0,0,1,0,1,
13551,إِصْرارٌ,إصرار,مصدر:,صرر,,مصدر,مذكر,,,,0,0,1,0,1,
13552,اِصْطِيادٌ,اصطياد,مصدر:,صيد,,مصدر,مذكر,,,,0,0,1,0,1,
13553,اِصْطِيافٌ,اصطياف,مصدر:,صيف,,مصدر,مذكر,,,,0,0,1,0,1,
13554,اِصْطِباغٌ,اصطباغ,مصدر:,صبغ,,مصدر,مذكر,,,,0,0,1,0,1,
13555,إِصْغارٌ,إصغار,مصدر:,صغر,,مصدر,مذكر,,,,0,0,1,0,1,
13556,اِصْطِدامٌ,اصطدام,مصدر:,صدم,,مصدر,مذكر,,,,0,0,1,0,1,
13557,اِصْطِراعٌ,اصطراع,مصدر:,صرع,,مصدر,مذكر,,,,0,0,1,0,1,
13558,اصْطِفافٌ,اصطفاف,مصدر:,صفف,,مصدر,مذكر,,,,0,0,1,0,1,
13559,اِصْطِفاقٌ,اصطفاق,مصدر:,صفق,,مصدر,مذكر,,,,0,0,1,0,1,
13560,اِصْطِفاءٌ,اصطفاء,مصدر:,صفو,,مصدر,مذكر,,,,0,0,1,0,1,
13561,اِصْطِكاكٌ,اصطكاك,مصدر:,صكك,,مصدر,مذكر,,,,0,0,1,0,1,
13562,اِصْطِلاحٌ,اصطلاح,مصدر:,صلح,,مصدر,مذكر,,,,0,0,1,0,1,
13563,اِصْطِلاءٌ,اصطلاء,مصدر:,صلي,,مصدر,مذكر,,,,0,0,1,0,1,
13564,اِصْطِناعٌ,اصطناع,مصدر:,صنع,,مصدر,مذكر,,,,0,0,1,0,1,
13565,إضافَةٌ,إضافة,مصدر:,ضيف,,مصدر,مؤنث,,,,0,0,1,0,1,
13566,إِصْغاءٌ,إصغاء,مصدر:,صغو,,مصدر,مذكر,,,,0,0,1,0,1,
13567,اِصْفِرارٌ,اصفرار,مصدر:,صفر,,مصدر,مذكر,,,,0,0,1,0,1,
13568,إِصْفاقٌ,إصفاق,مصدر:,صفق,,مصدر,مذكر,,,,0,0,1,0,1,
13569,إِصْقاعٌ,إصقاع,مصدر:,صقع,,مصدر,مذكر,,,,0,0,1,0,1,
13570,تَأْصِيلٌ,تأصيل,مصدر:,أصل,,مصدر,مذكر,,,,0,0,1,0,1,
13571,أَصالَةٌ,أصالة,مصدر:,أصل,,مصدر,مؤنث,,,,0,0,1,0,1,
13572,إِصْلاحٌ,إصلاح,مصدر:,صلح,,مصدر,مذكر,,,,0,0,1,0,1,
13573,إِضاءةٌ,إضاءة,مصدر:,ضوأ,,مصدر,مؤنث,,,,0,0,1,0,1,
13574,إِضاعَةٌ,إضاعة,مصدر:,ضيع,,مصدر,مؤنث,,,,0,0,1,0,1,
13575,اِضْطِهادٌ,اضطهاد,مصدر:,ضهد,,مصدر,مذكر,,,,0,0,1,0,1,
13576,إِضْجارٌ,إضجار,مصدر:,ضجر,,مصدر,مذكر,,,,0,0,1,0,1,
13577,إضْجاعٌ,إضجاع,مصدر:,ضجع,,مصدر,مذكر,,,,0,0,1,0,1,
13578,إِضْحاكٌ,إضحاك,مصدر:,ضحك,,مصدر,مذكر,,,,0,0,1,0,1,
13579,إِضْرابٌ,إضراب,مصدر:,ضرب,,مصدر,مذكر,,,,0,0,1,0,1,
13580,اِضْطِجاعٌ,اضطجاع,مصدر:,ضجع,,مصدر,مذكر,,,,0,0,1,0,1,
13581,اِضْطِرارٌ,اضطرار,مصدر:,ضرر,,مصدر,مذكر,,,,0,0,1,0,1,
13582,اِضْطِرابٌ,اضطراب,مصدر:,ضرب,,مصدر,مذكر,,,,0,0,1,0,1,
13583,اِضْطِرامٌ,اضطرام,مصدر:,ضرم,,مصدر,مذكر,,,,0,0,1,0,1,
13584,اِضْطِلاعٌ,اضطلاع,مصدر:,ضلع,,مصدر,مذكر,,,,0,0,1,0,1,
13585,إِطالَةٌ,إطالة,مصدر:,طول,,مصدر,مؤنث,,,,0,0,1,0,1,
13586,إِضْعافٌ,إضعاف,مصدر:,ضعف,,مصدر,مذكر,,,,0,0,1,0,1,
13587,إضْفاءٌ,إضفاء,مصدر:,ضفي,,مصدر,مذكر,,,,0,0,1,0,1,
13588,إِضْلالٌ,إضلال,مصدر:,ضلل,,مصدر,مذكر,,,,0,0,1,0,1,
13589,اِضْمِحْلالٌ,اضمحلال,مصدر:,ضمح,,مصدر,مذكر,,,,0,0,1,0,1,
13590,إضْمارٌ,إضمار,مصدر:,ضمر,,مصدر,مذكر,,,,0,0,1,0,1,
